timestamp,domain,epoch_id,operation,duration_ms,num_fragments
1780502500,domain093.test,900,decrypt_16,4.817,30
1780502500,domain100.test,900,decrypt_17,7.341,30
1780502501,domain098.test,900,decrypt_17,4.539,30
1780502501,domain097.test,900,decrypt_17,5.735,30
1780502501,domain096.test,900,decrypt_13,7.848,30
1780502501,domain094.test,900,decrypt_17,6.721,30
1780502501,domain092.test,900,decrypt_17,4.161,30
1780502501,domain095.test,900,decrypt_17,3.686,30
1780502501,domain093.test,900,decrypt_17,4.401,30
1780502501,domain091.test,900,decrypt_17,6.185,30
1780502501,domain100.test,900,decrypt_18,1.907,30
1780502501,domain097.test,900,decrypt_18,1.481,30
1780502501,domain096.test,900,decrypt_14,1.494,30
1780502501,domain094.test,900,decrypt_18,1.754,30
1780502502,domain099.test,900,decrypt_15,1.900,30
1780502502,domain099.test,900,decrypt_16,1.666,30
1780502523,domain040.test,900,decrypt_2,2.164,5
1780502523,domain032.test,900,decrypt_2,7.383,5
